# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-F" "GFF" "-t" "gene" "-g" "locus_tag" "-a" "ref/GCF_000750555.1_ASM75055v1_genomic.gff" "-o" "counts/gene_counts.txt" "bam/SRR13970433.sorted.bam" "bam/SRR13970434.sorted.bam" "bam/SRR13970441.sorted.bam" "bam/SRR13970442.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR13970433.sorted.bam	bam/SRR13970434.sorted.bam	bam/SRR13970441.sorted.bam	bam/SRR13970442.sorted.bam
BW25113_RS12145	NZ_CP009273.1	2437682	2438230	-	549	20	14	17	18
BW25113_RS12150	NZ_CP009273.1	2438230	2439039	-	810	13	23	15	22
BW25113_RS12155	NZ_CP009273.1	2439039	2439863	-	825	26	18	24	23
BW25113_RS12160	NZ_CP009273.1	2439867	2440952	-	1086	46	46	34	36
BW25113_RS12165	NZ_CP009273.1	2440987	2441919	-	933	44	55	49	38
BW25113_RS12170	NZ_CP009273.1	2442085	2442636	+	552	22	13	11	27
BW25113_RS12175	NZ_CP009273.1	2442707	2443528	-	822	15	12	19	14
BW25113_RS12180	NZ_CP009273.1	2443530	2444069	-	540	0	0	0	0
BW25113_RS12185	NZ_CP009273.1	2444066	2444554	-	489	1	1	0	0
BW25113_RS12190	NZ_CP009273.1	2444551	2445063	-	513	1	0	0	0
BW25113_RS12195	NZ_CP009273.1	2445063	2445815	-	753	5	7	3	1
BW25113_RS12205	NZ_CP009273.1	2448562	2449125	-	564	9	5	5	3
BW25113_RS12210	NZ_CP009273.1	2449806	2450291	-	486	58	48	18	29
BW25113_RS12215	NZ_CP009273.1	2450494	2452638	-	2145	128	143	63	70
BW25113_RS12220	NZ_CP009273.1	2452638	2453948	-	1311	107	104	71	56
BW25113_RS12225	NZ_CP009273.1	2454129	2454413	-	285	47	34	25	32
BW25113_RS12230	NZ_CP009273.1	2454785	2456125	+	1341	126	149	134	126
BW25113_RS12235	NZ_CP009273.1	2456491	2457549	+	1059	6	5	8	10
BW25113_RS12240	NZ_CP009273.1	2457731	2458486	-	756	38	33	27	36
BW25113_RS12245	NZ_CP009273.1	2458780	2459712	+	933	12	10	15	9
BW25113_RS12250	NZ_CP009273.1	2459788	2459862	+	75	2	1	4	0
BW25113_RS12255	NZ_CP009273.1	2460024	2461181	+	1158	8	5	14	4
BW25113_RS12260	NZ_CP009273.1	2461334	2461696	+	363	11	6	8	6
BW25113_RS12265	NZ_CP009273.1	2461693	2462613	+	921	35	33	41	49
BW25113_RS12270	NZ_CP009273.1	2462610	2463941	+	1332	12	6	5	18
BW25113_RS26185	NZ_CP009273.1	2463976	2464122	-	147	3	5	3	2
BW25113_RS12280	NZ_CP009273.1	2464556	2464996	-	441	2	3	2	2
BW25113_RS12285	NZ_CP009273.1	2465023	2465658	-	636	1	0	0	0
BW25113_RS12295	NZ_CP009273.1	2465866	2466360	-	495	2	0	0	0
BW25113_RS12305	NZ_CP009273.1	2467083	2467445	+	363	0	0	1	0
BW25113_RS12310	NZ_CP009273.1	2467511	2468335	+	825	0	0	0	0
BW25113_RS12315	NZ_CP009273.1	2468463	2468999	+	537	0	0	0	0
BW25113_RS12320	NZ_CP009273.1	2468990	2469352	+	363	0	0	0	0
BW25113_RS12325	NZ_CP009273.1	2469352	2469657	+	306	0	0	0	1
BW25113_RS12330	NZ_CP009273.1	2469789	2469989	+	201	13	11	8	11
BW25113_RS12335	NZ_CP009273.1	2470173	2471108	-	936	14	8	8	8
BW25113_RS12340	NZ_CP009273.1	2471326	2472663	+	1338	11	11	12	15
BW25113_RS12345	NZ_CP009273.1	2472681	2474009	+	1329	15	16	16	17
BW25113_RS12350	NZ_CP009273.1	2474117	2475655	-	1539	20	12	9	9
BW25113_RS12355	NZ_CP009273.1	2475655	2476818	-	1164	15	17	11	8
BW25113_RS12360	NZ_CP009273.1	2477234	2477848	+	615	9	9	5	6
BW25113_RS12365	NZ_CP009273.1	2477853	2481446	+	3594	83	75	40	26
BW25113_RS12370	NZ_CP009273.1	2481502	2482647	-	1146	12	13	5	11
BW25113_RS12375	NZ_CP009273.1	2482721	2483665	-	945	8	6	15	7
BW25113_RS12380	NZ_CP009273.1	2483735	2485429	-	1695	19	16	16	13
BW25113_RS12385	NZ_CP009273.1	2485483	2486733	-	1251	11	3	6	10
BW25113_RS12390	NZ_CP009273.1	2487246	2487881	-	636	6	6	5	7
BW25113_RS12395	NZ_CP009273.1	2488177	2488452	+	276	2	2	1	2
BW25113_RS12405	NZ_CP009273.1	2488529	2488771	-	243	9	6	2	8
BW25113_RS12410	NZ_CP009273.1	2489124	2490044	+	921	82	73	85	81
BW25113_RS25205	NZ_CP009273.1	2490400	2490471	+	72	5	3	10	0
BW25113_RS12415	NZ_CP009273.1	2490536	2491774	-	1239	41	42	45	52
BW25113_RS12420	NZ_CP009273.1	2492150	2493847	+	1698	33	23	16	25
BW25113_RS12425	NZ_CP009273.1	2493862	2494596	+	735	23	20	19	13
BW25113_RS12430	NZ_CP009273.1	2494609	2495466	+	858	11	12	6	14
BW25113_RS12435	NZ_CP009273.1	2495469	2497964	-	2496	29	31	22	27
BW25113_RS12440	NZ_CP009273.1	2497989	2499026	-	1038	9	14	8	13
BW25113_RS12445	NZ_CP009273.1	2499026	2500111	-	1086	9	10	11	20
BW25113_RS12450	NZ_CP009273.1	2500126	2501373	-	1248	12	11	15	16
BW25113_RS12455	NZ_CP009273.1	2501395	2501721	-	327	3	4	8	4
BW25113_RS12460	NZ_CP009273.1	2501940	2502905	-	966	51	46	41	38
BW25113_RS12465	NZ_CP009273.1	2503109	2504365	+	1257	18	20	19	17
BW25113_RS12470	NZ_CP009273.1	2504480	2504806	+	327	19	10	9	8
BW25113_RS12480	NZ_CP009273.1	2504947	2506185	-	1239	24	35	27	26
BW25113_RS26535	NZ_CP009273.1	2506166	2506255	-	90	3	6	6	2
BW25113_RS12485	NZ_CP009273.1	2506521	2507723	+	1203	40	41	30	41
BW25113_RS12490	NZ_CP009273.1	2507810	2508922	+	1113	0	0	0	0
BW25113_RS12495	NZ_CP009273.1	2509122	2511311	-	2190	38	37	34	40
BW25113_RS12500	NZ_CP009273.1	2511520	2511595	-	76	3	3	4	1
BW25113_RS12505	NZ_CP009273.1	2511635	2511710	-	76	3	4	0	4
BW25113_RS12510	NZ_CP009273.1	2511931	2512290	+	360	23	31	16	7
BW25113_RS12515	NZ_CP009273.1	2512292	2512684	+	393	24	26	15	26
BW25113_RS12520	NZ_CP009273.1	2512736	2514151	-	1416	104	130	90	121
BW25113_RS12525	NZ_CP009273.1	2514410	2514485	+	76	2	3	3	2
BW25113_RS12530	NZ_CP009273.1	2514532	2514607	+	76	0	0	1	0
BW25113_RS12535	NZ_CP009273.1	2514612	2514687	+	76	0	2	0	1
BW25113_RS23120	NZ_CP009273.1	2514718	2514843	+	126	1	0	0	2
BW25113_RS12540	NZ_CP009273.1	2514952	2515836	-	885	2	1	1	5
BW25113_RS12545	NZ_CP009273.1	2515877	2516035	-	159	0	0	0	0
BW25113_RS12550	NZ_CP009273.1	2516088	2517344	-	1257	2	3	1	0
BW25113_RS12555	NZ_CP009273.1	2517404	2518237	-	834	2	0	0	1
BW25113_RS12560	NZ_CP009273.1	2518486	2519250	+	765	2	1	1	2
BW25113_RS12565	NZ_CP009273.1	2519289	2520215	-	927	14	8	9	13
BW25113_RS12570	NZ_CP009273.1	2520305	2521303	+	999	9	15	14	10
BW25113_RS12575	NZ_CP009273.1	2521300	2521518	-	219	1	1	1	2
BW25113_RS12580	NZ_CP009273.1	2521520	2523535	-	2016	71	50	61	47
BW25113_RS12585	NZ_CP009273.1	2523606	2524592	-	987	104	122	93	100
BW25113_RS12590	NZ_CP009273.1	2524822	2525583	+	762	11	26	11	13
BW25113_RS12595	NZ_CP009273.1	2525768	2526739	+	972	78	61	89	104
BW25113_RS12600	NZ_CP009273.1	2527123	2527380	+	258	221	211	235	222
BW25113_RS12605	NZ_CP009273.1	2527425	2529152	+	1728	609	566	538	547
BW25113_RS12610	NZ_CP009273.1	2529193	2529702	+	510	166	158	167	180
BW25113_RS12615	NZ_CP009273.1	2529745	2530596	-	852	24	31	18	18
BW25113_RS12620	NZ_CP009273.1	2530701	2531075	+	375	12	8	3	7
BW25113_RS12625	NZ_CP009273.1	2531108	2531842	+	735	16	17	10	9
BW25113_RS12630	NZ_CP009273.1	2532031	2532942	-	912	17	20	14	17
BW25113_RS12635	NZ_CP009273.1	2533076	2534173	-	1098	10	10	12	8
BW25113_RS12640	NZ_CP009273.1	2534163	2535038	-	876	8	8	5	8
BW25113_RS12645	NZ_CP009273.1	2535038	2535871	-	834	4	6	4	7
BW25113_RS12650	NZ_CP009273.1	2535871	2536887	-	1017	19	15	11	8
BW25113_RS12655	NZ_CP009273.1	2537191	2537982	-	792	314	322	195	162
BW25113_RS12660	NZ_CP009273.1	2538111	2538968	-	858	8	16	10	6
BW25113_RS12665	NZ_CP009273.1	2539132	2540028	+	897	22	20	15	14
BW25113_RS12670	NZ_CP009273.1	2540032	2541456	+	1425	30	42	12	22
BW25113_RS12675	NZ_CP009273.1	2541461	2542765	+	1305	45	38	10	12
BW25113_RS12680	NZ_CP009273.1	2543005	2543904	-	900	150	160	112	102
BW25113_RS12685	NZ_CP009273.1	2544000	2544575	-	576	38	46	20	15
BW25113_RS12690	NZ_CP009273.1	2544636	2545085	-	450	8	7	6	7
BW25113_RS12695	NZ_CP009273.1	2545072	2545497	-	426	5	17	11	12
BW25113_RS12700	NZ_CP009273.1	2545711	2546580	+	870	33	34	47	35
BW25113_RS12705	NZ_CP009273.1	2546584	2547483	+	900	21	22	14	9
BW25113_RS12710	NZ_CP009273.1	2547489	2548541	-	1053	15	10	15	14
BW25113_RS12715	NZ_CP009273.1	2548587	2549087	-	501	12	7	3	3
BW25113_RS12720	NZ_CP009273.1	2549100	2549759	-	660	6	3	4	6
BW25113_RS12725	NZ_CP009273.1	2549769	2550656	-	888	14	12	12	7
BW25113_RS12730	NZ_CP009273.1	2550677	2552038	-	1362	42	49	35	35
BW25113_RS12735	NZ_CP009273.1	2552217	2553425	+	1209	17	24	13	14
BW25113_RS12740	NZ_CP009273.1	2553616	2554257	+	642	6	5	3	7
BW25113_RS12745	NZ_CP009273.1	2554727	2554972	+	246	1	0	0	0
BW25113_RS12750	NZ_CP009273.1	2554984	2555352	+	369	0	0	0	0
BW25113_RS12755	NZ_CP009273.1	2555470	2555886	+	417	0	1	0	0
BW25113_RS12760	NZ_CP009273.1	2555883	2556476	+	594	1	0	1	0
BW25113_RS12765	NZ_CP009273.1	2556951	2557328	+	378	1	0	1	1
BW25113_RS12770	NZ_CP009273.1	2557339	2557731	+	393	3	1	0	0
BW25113_RS12775	NZ_CP009273.1	2557882	2558691	+	810	18	19	19	19
BW25113_RS26380	NZ_CP009273.1	2558714	2558839	-	126	0	0	0	0
BW25113_RS12780	NZ_CP009273.1	2558840	2560243	-	1404	7	14	7	8
BW25113_RS12785	NZ_CP009273.1	2560240	2561466	-	1227	7	14	9	9
BW25113_RS12790	NZ_CP009273.1	2561683	2562870	-	1188	10	10	7	10
BW25113_RS12795	NZ_CP009273.1	2562860	2563696	-	837	10	11	6	3
BW25113_RS12800	NZ_CP009273.1	2563707	2565110	-	1404	10	10	9	12
BW25113_RS12805	NZ_CP009273.1	2565122	2565409	-	288	5	3	2	3
BW25113_RS12810	NZ_CP009273.1	2565516	2565809	-	294	1	3	1	3
BW25113_RS12815	NZ_CP009273.1	2565848	2566864	-	1017	9	16	7	5
BW25113_RS12820	NZ_CP009273.1	2566861	2567664	-	804	11	9	4	4
BW25113_RS12825	NZ_CP009273.1	2567661	2568362	-	702	6	8	3	8
BW25113_RS12830	NZ_CP009273.1	2568337	2568816	-	480	6	3	8	8
BW25113_RS12835	NZ_CP009273.1	2568829	2569164	-	336	5	2	3	4
BW25113_RS12840	NZ_CP009273.1	2569457	2571736	-	2280	376	340	297	267
BW25113_RS12845	NZ_CP009273.1	2572025	2572975	+	951	36	42	22	25
BW25113_RS12850	NZ_CP009273.1	2572995	2574998	+	2004	64	56	43	54
BW25113_RS12855	NZ_CP009273.1	2575093	2576136	-	1044	21	20	20	23
BW25113_RS12860	NZ_CP009273.1	2576262	2576837	-	576	15	17	15	15
BW25113_RS12865	NZ_CP009273.1	2576905	2578884	-	1980	55	55	45	47
BW25113_RS12870	NZ_CP009273.1	2579090	2580790	+	1701	28	23	25	30
BW25113_RS12875	NZ_CP009273.1	2580954	2584067	+	3114	47	54	33	34
BW25113_RS25220	NZ_CP009273.1	2584166	2584225	-	60	21	15	23	17
BW25113_RS12885	NZ_CP009273.1	2584606	2584962	+	357	20	21	14	14
BW25113_RS12890	NZ_CP009273.1	2584966	2586093	+	1128	61	60	49	57
BW25113_RS12895	NZ_CP009273.1	2586121	2586321	+	201	15	14	6	4
BW25113_RS12900	NZ_CP009273.1	2586431	2587129	-	699	14	19	21	17
BW25113_RS12905	NZ_CP009273.1	2587203	2589218	-	2016	47	61	27	34
BW25113_RS12910	NZ_CP009273.1	2589233	2590096	-	864	35	46	26	27
BW25113_RS12915	NZ_CP009273.1	2590264	2590977	-	714	69	85	34	22
BW25113_RS12925	NZ_CP009273.1	2591190	2592224	-	1035	154	159	114	113
BW25113_RS12930	NZ_CP009273.1	2592241	2593119	-	879	168	169	138	132
BW25113_RS12935	NZ_CP009273.1	2593265	2593837	+	573	20	17	25	12
BW25113_RS12940	NZ_CP009273.1	2593837	2594307	+	471	21	21	15	17
BW25113_RS12945	NZ_CP009273.1	2594560	2595177	+	618	7	8	6	11
BW25113_RS12950	NZ_CP009273.1	2595177	2597195	+	2019	30	14	21	12
BW25113_RS12955	NZ_CP009273.1	2597206	2598153	+	948	7	3	9	10
BW25113_RS12960	NZ_CP009273.1	2598170	2599609	+	1440	15	10	8	12
BW25113_RS12965	NZ_CP009273.1	2599621	2600271	+	651	3	10	4	4
BW25113_RS12970	NZ_CP009273.1	2600276	2601856	+	1581	14	14	10	8
BW25113_RS12975	NZ_CP009273.1	2601846	2603513	+	1668	17	8	8	11
BW25113_RS12980	NZ_CP009273.1	2603523	2604068	+	546	2	6	3	7
BW25113_RS12985	NZ_CP009273.1	2604065	2604823	+	759	5	7	4	8
BW25113_RS12990	NZ_CP009273.1	2604816	2605229	+	414	4	3	2	2
BW25113_RS12995	NZ_CP009273.1	2605259	2607271	+	2013	22	21	24	16
BW25113_RS13000	NZ_CP009273.1	2607293	2608141	+	849	16	20	13	11
BW25113_RS13005	NZ_CP009273.1	2608179	2609240	-	1062	20	31	18	11
BW25113_RS13010	NZ_CP009273.1	2609453	2610916	+	1464	60	68	37	58
BW25113_RS13015	NZ_CP009273.1	2610937	2611296	+	360	20	22	8	13
BW25113_RS13020	NZ_CP009273.1	2611434	2612135	-	702	17	17	12	15
BW25113_RS13025	NZ_CP009273.1	2612230	2613519	-	1290	15	17	14	13
BW25113_RS13030	NZ_CP009273.1	2613605	2614231	-	627	51	40	28	44
BW25113_RS13035	NZ_CP009273.1	2614556	2615593	+	1038	29	29	13	11
BW25113_RS13040	NZ_CP009273.1	2615593	2616231	+	639	16	24	6	12
BW25113_RS13045	NZ_CP009273.1	2616403	2618469	+	2067	84	82	70	74
BW25113_RS13050	NZ_CP009273.1	2618474	2620015	+	1542	76	59	67	50
BW25113_RS13055	NZ_CP009273.1	2620054	2622297	-	2244	20	26	28	20
BW25113_RS25940	NZ_CP009273.1	2622479	2622631	-	153	3	0	0	2
BW25113_RS13065	NZ_CP009273.1	2622649	2622840	+	192	8	8	5	3
BW25113_RS13070	NZ_CP009273.1	2623151	2623669	+	519	1	4	8	3
BW25113_RS13075	NZ_CP009273.1	2623685	2624224	+	540	7	6	9	8
BW25113_RS13080	NZ_CP009273.1	2624317	2625894	-	1578	135	128	107	104
BW25113_RS13085	NZ_CP009273.1	2625963	2627429	-	1467	50	40	47	25
BW25113_RS13090	NZ_CP009273.1	2627591	2628961	+	1371	29	36	45	40
BW25113_RS13095	NZ_CP009273.1	2628958	2629173	-	216	12	7	6	11
BW25113_RS13100	NZ_CP009273.1	2629243	2630715	-	1473	120	142	98	90
BW25113_RS13105	NZ_CP009273.1	2630833	2632011	-	1179	168	180	138	102
BW25113_RS13110	NZ_CP009273.1	2632022	2632642	-	621	93	102	70	52
BW25113_RS13115	NZ_CP009273.1	2632660	2633934	-	1275	195	190	152	161
BW25113_RS13120	NZ_CP009273.1	2634045	2635163	-	1119	178	149	134	141
BW25113_RS13125	NZ_CP009273.1	2635190	2636203	-	1014	163	179	180	168
BW25113_RS13130	NZ_CP009273.1	2636488	2637642	-	1155	62	60	70	55
BW25113_RS13135	NZ_CP009273.1	2637792	2638223	-	432	48	37	16	16
BW25113_RS13140	NZ_CP009273.1	2638372	2640684	-	2313	44	46	25	28
BW25113_RS13145	NZ_CP009273.1	2640685	2645646	-	4962	224	191	126	182
BW25113_RS13150	NZ_CP009273.1	2645853	2646698	+	846	59	62	51	55
BW25113_RS26190	NZ_CP009273.1	2647360	2647485	+	126	4	6	6	5
BW25113_RS13155	NZ_CP009273.1	2647516	2648292	-	777	25	34	31	36
BW25113_RS13160	NZ_CP009273.1	2648434	2649717	-	1284	114	95	77	88
BW25113_RS13165	NZ_CP009273.1	2649895	2650095	-	201	11	15	10	11
BW25113_RS13170	NZ_CP009273.1	2650107	2650442	-	336	28	33	32	28
BW25113_RS13175	NZ_CP009273.1	2650444	2652294	-	1851	140	111	79	103
BW25113_RS13180	NZ_CP009273.1	2652311	2652826	-	516	23	28	33	51
BW25113_RS13185	NZ_CP009273.1	2652922	2653245	-	324	90	81	102	79
BW25113_RS13190	NZ_CP009273.1	2653262	2653648	-	387	150	153	154	130
BW25113_RS13195	NZ_CP009273.1	2653676	2654890	-	1215	451	471	403	386
BW25113_RS13200	NZ_CP009273.1	2655002	2655490	-	489	110	117	74	79
BW25113_RS13205	NZ_CP009273.1	2655942	2656682	-	741	82	76	65	70
BW25113_RS13210	NZ_CP009273.1	2656801	2657604	+	804	53	37	20	15
BW25113_RS13215	NZ_CP009273.1	2657749	2658603	+	855	14	11	7	8
BW25113_RS13220	NZ_CP009273.1	2658794	2660074	+	1281	25	29	21	26
BW25113_RS13225	NZ_CP009273.1	2660066	2661205	-	1140	31	24	16	14
BW25113_RS13230	NZ_CP009273.1	2661365	2662255	-	891	31	30	27	14
BW25113_RS13235	NZ_CP009273.1	2662391	2663752	+	1362	13	20	21	9
BW25113_RS13240	NZ_CP009273.1	2663749	2664267	+	519	3	3	5	3
BW25113_RS13245	NZ_CP009273.1	2664267	2664587	+	321	9	4	2	1
BW25113_RS13250	NZ_CP009273.1	2664584	2665396	+	813	9	11	9	14
BW25113_RS13255	NZ_CP009273.1	2665406	2666608	+	1203	17	9	11	12
BW25113_RS13260	NZ_CP009273.1	2666705	2667127	+	423	5	7	5	4
BW25113_RS13265	NZ_CP009273.1	2667175	2668047	-	873	8	15	6	7
BW25113_RS13270	NZ_CP009273.1	2668059	2669153	-	1095	13	10	11	8
BW25113_RS13275	NZ_CP009273.1	2669186	2670184	-	999	7	7	10	4
BW25113_RS13280	NZ_CP009273.1	2670209	2671720	-	1512	14	16	11	11
BW25113_RS13285	NZ_CP009273.1	2671743	2672726	-	984	11	6	10	3
BW25113_RS13290	NZ_CP009273.1	2672823	2676104	-	3282	22	33	39	30
BW25113_RS13295	NZ_CP009273.1	2676222	2677415	+	1194	12	9	13	15
BW25113_RS13300	NZ_CP009273.1	2677613	2678866	-	1254	217	227	132	152
BW25113_RS13305	NZ_CP009273.1	2679194	2680384	+	1191	23	20	21	18
BW25113_RS13310	NZ_CP009273.1	2680429	2680767	-	339	9	10	11	8
BW25113_RS13315	NZ_CP009273.1	2680828	2682162	-	1335	35	31	21	19
BW25113_RS13320	NZ_CP009273.1	2682152	2682865	-	714	33	20	25	17
BW25113_RS13325	NZ_CP009273.1	2683030	2684457	-	1428	39	38	32	28
BW25113_RS13330	NZ_CP009273.1	2685015	2688902	-	3888	84	102	59	59
BW25113_RS13335	NZ_CP009273.1	2689160	2690716	+	1557	18	16	20	15
BW25113_RS13340	NZ_CP009273.1	2690713	2691216	-	504	13	8	9	8
BW25113_RS13345	NZ_CP009273.1	2691274	2691909	-	636	19	21	10	10
BW25113_RS13350	NZ_CP009273.1	2692118	2692966	+	849	21	18	16	17
BW25113_RS13355	NZ_CP009273.1	2693022	2693282	+	261	4	5	6	6
BW25113_RS13360	NZ_CP009273.1	2693476	2693556	-	81	1	5	2	3
BW25113_RS13375	NZ_CP009273.1	2693977	2694357	-	381	12	16	10	7
BW25113_RS13380	NZ_CP009273.1	2694357	2695088	-	732	45	29	27	27
BW25113_RS13385	NZ_CP009273.1	2695100	2695828	-	729	26	24	28	36
BW25113_RS13390	NZ_CP009273.1	2695840	2696745	-	906	84	78	68	68
BW25113_RS13395	NZ_CP009273.1	2696742	2697422	-	681	58	57	45	53
BW25113_RS13400	NZ_CP009273.1	2697694	2698668	-	975	77	71	66	61
BW25113_RS13405	NZ_CP009273.1	2698684	2700483	-	1800	184	191	148	142
BW25113_RS13410	NZ_CP009273.1	2700681	2701160	-	480	53	44	28	28
BW25113_RS13415	NZ_CP009273.1	2701157	2702113	-	957	156	144	85	68
BW25113_RS13420	NZ_CP009273.1	2702113	2702763	-	651	464	498	153	174
BW25113_RS13425	NZ_CP009273.1	2702796	2703371	-	576	250	283	100	105
BW25113_RS25695	NZ_CP009273.1	2703368	2703523	-	156	6	11	14	4
BW25113_RS13435	NZ_CP009273.1	2703779	2705401	+	1623	14	27	17	19
BW25113_RS13440	NZ_CP009273.1	2705386	2706123	-	738	16	17	13	4
BW25113_RS13445	NZ_CP009273.1	2706255	2707589	+	1335	64	61	60	49
BW25113_RS13455	NZ_CP009273.1	2707798	2708679	-	882	16	28	13	32
BW25113_RS13460	NZ_CP009273.1	2708782	2709369	+	588	9	7	14	5
BW25113_RS13465	NZ_CP009273.1	2709425	2709808	-	384	212	236	312	290
BW25113_RS13470	NZ_CP009273.1	2710113	2710802	+	690	24	17	27	22
BW25113_RS13475	NZ_CP009273.1	2710850	2711887	-	1038	103	70	87	79
BW25113_RS13485	NZ_CP009273.1	2712094	2712513	+	420	22	14	15	15
BW25113_RS13490	NZ_CP009273.1	2712582	2713280	+	699	14	10	7	8
BW25113_RS13495	NZ_CP009273.1	2713312	2715972	+	2661	158	161	80	81
BW25113_RS13500	NZ_CP009273.1	2716086	2717441	+	1356	143	151	126	111
BW25113_RS13505	NZ_CP009273.1	2717487	2717810	+	324	47	34	51	44
BW25113_RS13510	NZ_CP009273.1	2717807	2719105	-	1299	291	289	300	294
BW25113_RS13520	NZ_CP009273.1	2719430	2719545	-	116	4	8	2	4
BW25113_RS13525	NZ_CP009273.1	2719640	2722543	-	2904	4677	4669	4803	4987
BW25113_RS13530	NZ_CP009273.1	2722728	2722803	-	76	11	14	9	7
BW25113_RS13535	NZ_CP009273.1	2722975	2724516	-	1542	14316	14271	10565	10396
BW25113_RS13540	NZ_CP009273.1	2724959	2727532	-	2574	346	302	1261	1249
BW25113_RS13545	NZ_CP009273.1	2727662	2728393	-	732	37	33	27	23
BW25113_RS13550	NZ_CP009273.1	2728390	2729370	-	981	58	62	45	43
BW25113_RS13555	NZ_CP009273.1	2729505	2730242	+	738	155	142	122	138
BW25113_RS13565	NZ_CP009273.1	2730513	2730854	+	342	725	732	857	867
BW25113_RS25700	NZ_CP009273.1	2730958	2731005	+	48	0	2	5	5
BW25113_RS13570	NZ_CP009273.1	2731104	2732264	+	1161	62	92	101	94
BW25113_RS13575	NZ_CP009273.1	2732307	2733428	-	1122	53	34	40	34
BW25113_RS13580	NZ_CP009273.1	2733439	2734509	-	1071	57	45	53	47
BW25113_RS13585	NZ_CP009273.1	2734719	2735084	+	366	6	2	4	1
BW25113_RS13590	NZ_CP009273.1	2735234	2735752	+	519	27	26	16	15
BW25113_RS13595	NZ_CP009273.1	2735742	2736968	+	1227	34	27	23	26
BW25113_RS13600	NZ_CP009273.1	2736984	2737466	+	483	14	20	12	15
BW25113_RS13605	NZ_CP009273.1	2737542	2737889	-	348	173	159	232	197
BW25113_RS13610	NZ_CP009273.1	2737931	2738698	-	768	745	714	733	771
BW25113_RS13615	NZ_CP009273.1	2738729	2739277	-	549	476	456	474	447
BW25113_RS13620	NZ_CP009273.1	2739296	2739544	-	249	235	238	229	227
BW25113_RS13625	NZ_CP009273.1	2739793	2741154	-	1362	194	193	170	174
BW25113_RS13630	NZ_CP009273.1	2741321	2742112	+	792	17	28	15	14
BW25113_RS13635	NZ_CP009273.1	2742133	2743419	+	1287	43	36	37	32
BW25113_RS13640	NZ_CP009273.1	2743474	2744067	-	594	98	102	163	144
BW25113_RS13650	NZ_CP009273.1	2744190	2745068	+	879	20	19	16	10
BW25113_RS13655	NZ_CP009273.1	2745154	2746815	+	1662	55	51	32	45
BW25113_RS13660	NZ_CP009273.1	2746964	2747305	+	342	84	70	47	31
BW25113_RS13665	NZ_CP009273.1	2747367	2747657	-	291	6	12	7	14
BW25113_RS13670	NZ_CP009273.1	2747647	2748084	-	438	13	11	5	5
BW25113_RS13675	NZ_CP009273.1	2748255	2748737	+	483	51	39	45	55
BW25113_RS23125	NZ_CP009273.1	2748952	2749314	+	363	1718	1715	1179	1233
BW25113_RS13680	NZ_CP009273.1	2749518	2750759	+	1242	31	36	37	24
BW25113_RS13685	NZ_CP009273.1	2751003	2751959	-	957	3	10	6	9
BW25113_RS13690	NZ_CP009273.1	2752003	2752215	+	213	0	0	0	0
BW25113_RS13695	NZ_CP009273.1	2752344	2753753	+	1410	1	0	0	1
BW25113_RS13700	NZ_CP009273.1	2753906	2754532	+	627	0	1	0	1
BW25113_RS13705	NZ_CP009273.1	2754710	2756899	-	2190	71	82	42	51
BW25113_RS13710	NZ_CP009273.1	2756896	2758512	-	1617	60	59	38	38
BW25113_RS13715	NZ_CP009273.1	2758872	2759135	-	264	1	0	1	1
BW25113_RS13720	NZ_CP009273.1	2759277	2760350	+	1074	63	65	65	72
BW25113_RS13725	NZ_CP009273.1	2760343	2760714	+	372	21	16	15	16
BW25113_RS13730	NZ_CP009273.1	2761069	2761932	+	864	2	1	1	2
BW25113_RS13735	NZ_CP009273.1	2762024	2762845	+	822	0	0	1	0
BW25113_RS13740	NZ_CP009273.1	2763062	2763763	+	702	1	0	2	0
BW25113_RS13745	NZ_CP009273.1	2763804	2764040	+	237	0	0	0	0
BW25113_RS13750	NZ_CP009273.1	2764040	2764483	+	444	0	0	0	0
BW25113_RS13755	NZ_CP009273.1	2764507	2764974	+	468	0	0	1	0
BW25113_RS13770	NZ_CP009273.1	2766677	2768380	+	1704	1	3	3	0
BW25113_RS13775	NZ_CP009273.1	2769278	2769736	+	459	0	0	0	0
BW25113_RS13780	NZ_CP009273.1	2769745	2770227	+	483	0	0	0	0
BW25113_RS24195	NZ_CP009273.1	2770236	2770436	+	201	0	0	1	0
BW25113_RS13785	NZ_CP009273.1	2770474	2770791	+	318	1	2	0	0
BW25113_RS13790	NZ_CP009273.1	2770812	2771141	+	330	3	1	1	0
BW25113_RS23130	NZ_CP009273.1	2771505	2776085	-	4581	20	11	10	10
BW25113_RS24200	NZ_CP009273.1	2776150	2776269	-	120	0	0	0	0
BW25113_RS13825	NZ_CP009273.1	2779121	2779196	-	76	0	0	0	0
BW25113_RS13845	NZ_CP009273.1	2782344	2783321	+	978	18	12	15	13
BW25113_RS13850	NZ_CP009273.1	2783341	2784609	+	1269	24	11	12	16
BW25113_RS13855	NZ_CP009273.1	2784632	2786080	+	1449	22	27	17	20
BW25113_RS13860	NZ_CP009273.1	2786094	2787374	+	1281	28	30	16	15
BW25113_RS13865	NZ_CP009273.1	2787612	2789012	+	1401	13	12	12	15
